jobUrl,jobId,companyName,jobTitle,logoUrl,scrapedLocation,location,workplaceType,insights,postDate,isEasyApply,isPromoted,applicantCount,url,query,category,timestamp,isRemote,Year
https://www.linkedin.com/jobs/view/3686019899/,""""""
https://www.linkedin.com/jobs/view/3684017852/,""""""
https://www.linkedin.com/jobs/view/3680816947/,"""1 year ago"""
https://www.linkedin.com/jobs/view/3681192985/,""""""
https://www.linkedin.com/jobs/view/3691888697/,""""""
https://www.linkedin.com/jobs/view/3673316058/,""""""
https://www.linkedin.com/jobs/view/3687800963/,""""""
https://www.linkedin.com/jobs/view/3684416546/,""""""
https://www.linkedin.com/jobs/view/3658919290/,"""Requirements:1 year of // 1 year ago"""
https://www.linkedin.com/jobs/view/3681271969/,""""""
https://www.linkedin.com/jobs/view/3681225673/,"""1 year ago"""
https://www.linkedin.com/jobs/view/3684323266/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3682200285/,""""""
https://www.linkedin.com/jobs/view/3689953218/,""""""
https://www.linkedin.com/jobs/view/3682865333/,""""""
https://www.linkedin.com/jobs/view/3684749061/,""""""
https://www.linkedin.com/jobs/view/3688975547/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3681425423/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3682732141/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3688088309/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3681517514/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3687728017/,"""2 years ago"""
https://www.linkedin.com/jobs/view/3689939103/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3680809375/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3672550222/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3685764944/,""""""
https://www.linkedin.com/jobs/view/3687947479/,""""""
https://www.linkedin.com/jobs/view/3685198386/,""""""
https://www.linkedin.com/jobs/view/3684416545/,""""""
https://www.linkedin.com/jobs/view/3684193807/,""""""
https://www.linkedin.com/jobs/view/3684328461/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3688973952/,""""""
https://www.linkedin.com/jobs/view/3689983591/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3682225481/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3683062817/,""""""
https://www.linkedin.com/jobs/view/3688455208/,""""""
https://www.linkedin.com/jobs/view/3690894038/,""""""
https://www.linkedin.com/jobs/view/3688801513/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3685177327/,""""""
https://www.linkedin.com/jobs/view/3688461644/,""""""
https://www.linkedin.com/jobs/view/3690656087/,""""""
https://www.linkedin.com/jobs/view/3691871458/,""""""
https://www.linkedin.com/jobs/view/3684481568/,"""Azure.·     7+ years of // .NET.·     7+ years of // Server.·     3+ years of // Kubernetes.·     3+ years of // authentication.·     2+ years of // development.·     1+ years of // $100,000/year USD // $100,000/year USD"""
https://www.linkedin.com/jobs/view/3689791969/,"""Skills5+ years of // methodologies2+ years of // per Year. However,"""
https://www.linkedin.com/jobs/view/3683660838/,""""""
https://www.linkedin.com/jobs/view/3695139763/,""""""
https://www.linkedin.com/jobs/view/3682246349/,""""""
https://www.linkedin.com/jobs/view/3695130978/,"""have:Two years of // 2-3 years of // 1 year of"""
https://www.linkedin.com/jobs/view/3685499004/,""""""
https://www.linkedin.com/jobs/view/3695138904/,"""5+ years experience // per year to // per year of // per year, 10 // per year to // per year of // 1 year ago // 1 year ago"""
https://www.linkedin.com/jobs/view/3683811056/,""""""
https://www.linkedin.com/jobs/view/3682134795/,""""""
https://www.linkedin.com/jobs/view/3688755791/,"""1 year ago"""
https://www.linkedin.com/jobs/view/3685768796/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3691885934/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3684418306/,""""""
https://www.linkedin.com/jobs/view/3688802976/,""""""
https://www.linkedin.com/jobs/view/3687798369/,""""""
https://www.linkedin.com/jobs/view/3684327482/,""""""
https://www.linkedin.com/jobs/view/3682815746/,""""""
https://www.linkedin.com/jobs/view/3690826291/,""""""
https://www.linkedin.com/jobs/view/3688796988/,""""""
https://www.linkedin.com/jobs/view/3695143264/,"""5+ years experience // per year to // per year of // per year, 10 // per year to // per year of"""
https://www.linkedin.com/jobs/view/3687985983/,""""""
https://www.linkedin.com/jobs/view/3690875744/,""""""
https://www.linkedin.com/jobs/view/3680811813/,""""""
https://www.linkedin.com/jobs/view/3690822069/,""""""
https://www.linkedin.com/jobs/view/3695131474/,""""""
https://www.linkedin.com/jobs/view/3680997835/,""""""
https://www.linkedin.com/jobs/view/3684987058/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3695137949/,""""""
https://www.linkedin.com/jobs/view/3682229023/,""""""
